"address","lat","lon"
"21480 NW AMBERWOOD DR, HILLSBORO, OR 97123",45.537548,-122.897616
"6190 SW ARCTIC DR, BEAVERTON, OR 97005",45.481423,-122.780834
"19480 SW 97TH AVE, TUALATIN, OR 97062",45.419658,-122.556558
"13565 SW TUALATIN SHRWD BLVD, SHERWOOD, OR 97140",45.368296,-122.816837
"10255 SW SPOKANE CT, TUALATIN, OR 97062",45.382656,-122.781927
"21455 SW 120TH, TUALATIN, OR 97062",45.364379,-122.799175
"2550 23RD AVE, FOREST GROVE, OR 97116",45.523809,-123.10296
"631 SW BASELINE, HILLSBORO, OR 97123",45.520229,-122.996179
"18480 SW PACIFIC DR, TUALATIN, OR 97062",45.386546,-122.813021
"3863 24TH AVE, FOREST GROVE, OR 97116",45.525241,-123.080025
"13955 SW MILLIKAN WAY 100, BEAVERTON, OR 97005",45.489164,-122.806291
"11277 SW CLAY ST STE D, SHERWOOD, OR 97140",45.344543,-122.792213
"21300 NW WEST UNION RD, HILLSBORO, OR 97123",45.569649,-122.896073
"12555 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.369357,-122.805587
"560 SW MAPLE ST, HILLSBORO, OR 97123",45.515142,-122.996534
"20789 SW 115TH ST, TUALATIN, OR 97062",45.389777,-122.795393
"10230 SW SPOKANE CT, TUALATIN, OR 97062",45.382587,-122.781403
"16520 SW 72ND AVE BLDG 7, TIGARD, OR 97224",45.404378,-122.748997
"11000 SW 11TH ST STE 400-D, BEAVERTON, OR 97005",45.479595,-122.788146
"3802 24TH AVE, FOREST GROVE, OR 97116",45.525085,-123.080792
"5200 NE ELAM YOUNG PKWY, HILLSBORO, OR 97124",45.529886,-122.93142
"5885 NW CORNELIUS PASS RD, HILLSBORO, OR 97124",45.563133,-122.896603
"11150 SW ALLEN BLVD, BEAVERTON, OR 97005",45.47655,-122.791005
"6700 SW BRADBURY CT, PORTLAND, OR 97224",45.398933,-122.743866
"144 SE OAK ST, HILLSBORO, OR 97123",45.518768,-122.989161
"19545 NW VON NEUMANN DR, HILLSBORO, OR 97006",45.530928,-122.878084
"10950 SW 5TH ST STE 180, BEAVERTON, OR 97005",45.48365,-122.788806
"8840 SW CANYON RD, PORTLAND, OR 97225",45.49769,-122.767584
"14255 SW GALBREATH DR, SHERWOOD, OR 97140",45.368657,-122.823806
"142 SE MAPLE ST, HILLSBORO, OR 97123",45.514932,-122.989179
"15201 NW GREENBRIER PKWY STE C-2, BEAVERTON, OR 97006",45.526558,-122.831479
"8260 SW OLD HWY 47, GASTON, OR 97119",45.460892,-123.156114
"26000 SW PARKWAY CTR DR, WILSONVILLE, OR 97070",45.333752,-122.762161
"2701 TAYLOR WAY, FOREST GROVE, OR 97116",45.508769,-123.097858
"19939 SW CIPOLE, SHERWOOD, OR 97041",45.842987,-122.867436
"6900 SW NYBERG ST, TUALATIN, OR 97062",45.382767,-122.747206
"9255 SW RIDDER RD, WILSONVILLE, OR 97070",45.331756,-122.781626
"2715 SW 153RD DR, BEAVERTON, OR 97006",45.499939,-122.835057
"1400 SW WALNUT ST, HILLSBORO, OR 97123",45.517563,-123.004057
"12725 SW HERMAN RD, TUALATIN, OR 97062",45.377304,-122.80796
"15410 SW PACIFIC HWY, TIGARD, OR 97224",45.408612,-122.794296
"23275 SW 82ND AVE, TUALATIN, OR 97062",45.352843,-122.761881
"8800 SW COMMERCIAL ST, TIGARD, OR 97223",45.430559,-122.771271
"2905 SW HOCKEN AVE, BEAVERTON, OR 97005",45.493831,-122.813658
"8955 SW ASH AVE, TIGARD, OR 97223",45.430559,-122.771271
"22380 SW BOONES FERRY RD, TUALATIN, OR 97062",45.35794,-122.774724
"14200 SW 72ND AVE, PORTLAND, OR 97224",45.405217,-122.748984
"3295 NW 211TH TERR, HILLSBORO, OR 97124",45.543043,-122.892023
"1850 SW 170TH, BEAVERTON, OR 97006",45.524518,-122.851992
"3131 NW BROOKWOOD PKWY, HILLSBORO, OR 97124",45.547239,-122.929522
"5405 SE ALEXANDER ST STE L, HILLSBORO, OR 97123",45.497572,-122.926602
"8680 SW DURHAM RD, TIGARD, OR 97224",45.404213,-122.763585
"2020 NW ALOCLEK DR STE 124, HILLSBORO, OR 97124",45.534699,-122.899221
"3950 NW ALOCLEK PL, HILLSBORO, OR 97124",45.548011,-122.890416
"12930 NW OLD PUMPKN RDG RD, NORTH PLAINS, OR 97133",45.612225,-123.011806
"16640 SW 72ND AVE, PORTLAND, OR 97224",45.404204,-122.749124
"18650 SW KINNAMAN RD, ALOHA, OR 97007",45.486201,-122.86922
"10450 SW MANHASSET DR, TUALATIN, OR 97062",45.379032,-122.783396
"11440 NW HWY 47, FOREST GROVE, OR 97116",45.602617,-123.114366
"3300 SW 209TH AVE, ALOHA, OR 97007",45.496395,-122.891677
"4066 SE TV HWY, HILLSBORO, OR 97123",45.49707,-122.958363
"12850 SW THIRD, BEAVERTON, OR 97005",45.485179,-122.808908
"13707 NW SCIENCE PARK DR, PORTLAND, OR 97229",45.525839,-122.819625
"12345 SW LEVETON DR, TUALATIN, OR 97062",45.385252,-122.798486
"48400 NW SUNSET HWY, BANKS, OR 97106",45.672733,-123.177433
"8430 SW HUNZIKER ST, TIGARD, OR 97223",45.430559,-122.771271
"7570 SW BASELINE RD, HILLSBORO, OR 97123",45.516733,-122.904821
"2551-A 23RD AVE, FOREST GROVE, OR 97116",45.523809,-123.10295
"14930 SW VANDERMOST RD, BEAVERTON, OR 97007",45.415486,-122.86757
"7340 SW LANDMARK LN, PORTLAND, OR 97224",45.418137,-122.750077
"13300 SW GALBREATH DR, SHERWOOD, OR 97140",45.371801,-122.818216
"15570 SW JENKINS AVE, BEAVERTON, OR 97006",45.506702,-122.837403
"2300 SUNSET DR, FOREST GROVE, OR 97116",45.52429,-123.108528
"10085 SW COMMERCE CIR, WILSONVILLE, OR 97070",45.33557,-122.777068
"4355 SW 142ND, BEAVERTON, OR 97005",45.480664,-122.823301
"19400 SW TETON AVE, TUALATIN, OR 97062",45.382567,-122.783485
"450 NE 53RD AVE, HILLSBORO, OR 97124",45.521639,-122.928951
"6999 NW CENTURY BLVD, HILLSBORO, OR 97124",45.544449,-122.988378
"3400 SW 209TH AVE, ALOHA, OR 97007",45.49557,-122.891625
"23515 NW CLARA LN STE 150, HILLSBORO, OR 97124",45.52465,-122.919904
"1840 B STREET, FOREST GROVE, OR 97116",45.51762,-123.115814
"4625 NW BROOKWOOD PKWY, HILLSBORO, OR 97124",45.548307,-122.927294
"7975 SW GRABHORN, BEAVERTON, OR 97007",45.462349,-122.891516
"9955 SW POTANO, TUALATIN, OR 97062",45.379361,-122.779611
"2900 SW CORNELIUS PASS RD STE 864, HILLSBORO, OR 97123",45.499855,-122.902057
"7904 SW HUNZIKER ST, TIGARD, OR 97223",45.430559,-122.771271
"10280 SW SPOKANE CT, TUALATIN, OR 97062",45.382505,-122.781961
"12773 SW CAMPBELL RD, HILLSBORO, OR 97123",45.42737,-122.991358
"32155 NW COTTAGE ST, NORTH PLAINS, OR 97133",45.596624,-123.004545
"1800 NE 25TH AVE STES 2-10, HILLSBORO, OR 97124",45.550595,-122.962802
"16069 SW HILLSBORO HWY, HILLSBORO, OR 97123",45.403522,-122.94117
"21255 SW CHERRY LN, HILLSBORO, OR 97124",45.530271,-122.896891
"9388 SW TIGARD ST, TIGARD, OR 97223",45.431385,-122.772845
"2500 NW 229TH AVE BLD E-300, HILLSBORO, OR 97124",45.550301,-122.909956
"13450 SW HANSON RD ASR 4, BEAVERTON, OR 97005",45.484587,-122.809475
"535 N 4TH AVE, CORNELIUS, OR 97113",45.524301,-123.066748
