00494	AK	106-50-3	p-Phenylenediamine	% Weight Pollutant	0.275	lbs/yr	5.808000000000001	lbs/yr	5.808000000000001
00493	AN	7440-22-4	Silver	% Weight Pollutant	0.8	lbs/yr	35.11189427312775	lbs/yr	35.11189427312775
00489	AQ	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.4	lbs/yr	269.024	lbs/yr	269.024
00490	AQ	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.004	lbs/yr	0.10056000000000001	lbs/yr	0.10056000000000001
00519	P	79-06-1	Acrylamide	% Weight Pollutant	0.0005	lbs/yr	17.1975	lbs/yr	19.777125
00518	AB	123-91-1	1,4-Dioxane	% Weight Pollutant	5.0e-06	lbs/yr	0.0204	lbs/yr	0.02346
00512	AK	100-42-5	Styrene	% Weight Pollutant	9.0e-06	lbs/yr	9.4275	lbs/yr	10.841625
00509	AN	100-40-3	4-Vinylcyclohexene	% Weight Pollutant	3.4e-06	lbs/yr	14.8270532	lbs/yr	17.05111118
00510	AN	100-40-3	4-Vinylcyclohexene	% Weight Pollutant	2.2e-06	lbs/yr	24.928336400000003	lbs/yr	28.66758686
00511	AN	100-40-3	4-Vinylcyclohexene	% Weight Pollutant	2.1000000000000002e-06	lbs/yr	1.6436889000000001	lbs/yr	1.890242235
00513	AN	100-40-3	4-Vinylcyclohexene	% Weight Pollutant	2.0e-06	lbs/yr	6.416194	lbs/yr	7.3786230999999995
00514	AK	100-42-5	Styrene	% Weight Pollutant	2.5e-05	lbs/yr	0.7503000000000001	lbs/yr	0.862845
00515	AH	67-56-1	Methanol	% Weight Pollutant	0.00045	lbs/yr	3.05415	lbs/yr	3.5122724999999995
00517	AH	67-56-1	Methanol	% Weight Pollutant	0.005	lbs/yr	285.945	lbs/yr	328.83674999999994
00516	AK	100-42-5	Styrene	% Weight Pollutant	0.0001	lbs/yr	35.64	lbs/yr	40.986
00531	P	1344-28-1	Aluminum oxide (fibrous forms)	% Weight Pollutant	0.52	lbs/yr	0.8302320000000007	lbs/yr	0.8302320000000007
00532	P	1344-28-1	Aluminum oxide (fibrous forms)	% Weight Pollutant	0.01	lbs/yr	0.0007600000000000007	lbs/yr	0.0007600000000000007
00530	S	7440-48-4	Cobalt	% Weight Pollutant	0.270411	lbs/yr	0.004672702080000004	lbs/yr	0.004672702080000004
00524	AZ	1330-20-7	Xylenes (mixed) including:	% Weight Pollutant	0.1	lbs/yr	8.206560000000001	lbs/yr	8.206560000000001
00527	AB	7647-01-0	Hydrochloric acid	% Weight Pollutant	1	lbs/yr	32.00000000000003	lbs/yr	32.00000000000003
00525	AE	123-31-9	Hydroquinone	% Weight Pollutant	0.05	lbs/yr	98.24520000000001	lbs/yr	98.24520000000001
00528	AK	7697-37-2	Nitric acid	% Weight Pollutant	1	lbs/yr	17.640000000000015	lbs/yr	17.640000000000015
00529	AN	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.15	lbs/yr	104.24400000000009	lbs/yr	104.24400000000009
00526	AQ	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.35	lbs/yr	710.2298000000005	lbs/yr	710.2298000000005
00541	P	107-21-1	Ethylene glycol	% Weight Pollutant	0.97495	lbs/yr	182.13625920000004	lbs/yr	218.56351104000004
00550	S	107-98-2	Propylene glycol monomethyl ether	% Weight Pollutant	0.04	lbs/yr	121.09679999999999	lbs/yr	145.31616
00552	V	67-63-0	Isopropyl alcohol	% Weight Pollutant	1	lbs/yr	361.7	lbs/yr	434.03999999999996
00553	AN	108-88-3	Toluene	% Weight Pollutant	0.6	lbs/yr	3.7199999999999998	lbs/yr	4.4639999999999995
00548	Y	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.2	lbs/yr	49.623	lbs/yr	59.547599999999996
00549	Y	78-93-3	Methyl ethyl ketone	% Weight Pollutant	1	lbs/yr	988.2	lbs/yr	1185.84
