"address","lat","lon","clean_address"
"13233 NE JARRETT ST, PORTLAND, OR 97230",45.5649694,-122.5246716,"13233 NE Jarrett St, Portland, OR 97230, USA"
"4905 NE MLK BLVD, PORTLAND, OR 97211",45.5584193,-122.6618259,"4905 NE Martin Luther King Jr Blvd, Portland, OR 97211, USA"
"2824 NE WASCO ST, PORTLAND, OR 97232",45.5320556,-122.6368314,"2824 NE Wasco St, Portland, OR 97232, USA"
"6437 SE DIVISION, PORTLAND, OR 97206",45.5059251,-122.5969906,"6437 SE Division St, Portland, OR 97206, USA"
"1705 E BURNSIDE AVE, GRESHAM, OR 97030",45.5219321,-122.4788047,"E Burnside St, Gresham, OR, USA"
"28930 SE POWELL VALLEY RD, GRESHAM, OR 97080",45.4719154,-122.3644708,"28930 SE Powell Valley Rd, Gresham, OR 97080, USA"
"8900 NE VANCOUVER WAY, PORTLAND, OR 97211",45.5871131,-122.662482,"8900 NE Vancouver Way, Portland, OR 97211, USA"
"924 N RUSSELL ST, PORTLAND, OR 97227",45.5408745,-122.6763955,"924 N Russell St, Portland, OR 97227, USA"
"1015 NW 22ND AVE RM 422, PORTLAND, OR 97210",45.5300915,-122.6975884,"1015 NW 22nd Ave RM 422, Portland, OR 97210, USA"
"8111 NE COLUMBIA BLVD, PORTLAND, OR 97218",45.5654838,-122.5797309,"8111 NE Columbia Blvd, Portland, OR 97218, USA"
"3500 N INTERSTATE AVE, PORTLAND, OR 97227",45.5476992,-122.6806083,"3500 N Interstate Ave, Portland, OR 97227, USA"
"1318 NW NORTHRUP ST, PORTLAND, OR 97209",45.5313737,-122.684859,"1318 NW Northrup St, Portland, OR 97209, USA"
"812 SE STARK, PORTLAND, OR 97214",45.519113,-122.6572896,"Werehouse in Portland, OR, USA, 812 SE Stark St, Portland, OR 97214, USA"
"1100 N COLUMBIA BLVD, PORTLAND, OR 97217",45.5839485,-122.677673,"1100 N Columbia Blvd, Portland, OR 97217, USA"
"15011 N LOMBARD ST STE A, PORTLAND, OR 97203",45.63145,-122.7728931,"15011 N Lombard St STE A, Portland, OR 97203, USA"
"5315 NE 101ST, PORTLAND, OR 97220",45.5620318,-122.5595186,"5315 NE 101st Ave, Portland, OR 97220, USA"
"1620 SE 190TH AVE, PORTLAND, OR 97233",45.510838,-122.464104,"1620 SE 190th Ave, Portland, OR 97233, USA"
"12106 NE AINSWORTH CIR, PORTLAND, OR 97220",45.5646692,-122.5390164,"12106 NE Ainsworth Cir, Portland, OR 97220, USA"
"10661 N LOMBARD ST, PORTLAND, OR 97203",45.6048718,-122.7651112,"10661 N Lombard St, Portland, OR 97203, USA"
"2155 NE DIVISION, GRESHAM, OR 97030",45.505024,-122.4101794,"2155 NE Division St, Gresham, OR 97030, USA"
"5235 N COLUMBIA BLVD, PORTLAND, OR 97203",45.5944742,-122.7204135,"5235 N Columbia Blvd, Portland, OR 97203, USA"
"6724 NE 46TH AVE, PORTLAND, OR 97218",45.5718457,-122.6152028,"6724 NE 46th Ave, Portland, OR 97218, USA"
"5750 NE MARINE DR, PORTLAND, OR 97218",45.5967396,-122.5947767,"5750 NE Marine Dr, Portland, OR 97218, USA"
"905 NE 11TH AVE, PORTLAND, OR 97232",45.5293348,-122.6555902,"905 NE 11th Ave, Portland, OR 97232, USA"
"7111 NE ALDERWOOD, PORTLAND, OR 97218",45.5760973,-122.5820538,"7111 NE Alderwood Rd, Portland, OR 97218, USA"
"9699 N RIVERGATE BLVD, PORTLAND, OR 97203",45.6193433,-122.7757663,"9699 N Rivergate Blvd, Portland, OR 97203, USA"
"10801 N LOMBARD, PORTLAND, OR 97203",45.6053135,-122.7646797,"10801 N Lombard St, Portland, OR 97203, USA"
"5555 N CHANNEL AVE, PORTLAND, OR 97217",45.5648702,-122.7190574,"5555 N Channel Ave, Portland, OR 97217, USA"
"1820 NW GRAHAM RD, TROUTDALE, OR 97060",45.553418,-122.387084,"1820 NW Graham Rd, Troutdale, OR 97060, USA"
"17900 NE SAN RAFAEL, GRESHAM, OR 97230",45.5364943,-122.4791843,"17900 NE San Rafael St, Portland, OR 97230, USA"
"5330 NE 105TH, PORTLAND, OR 97220",45.5622131,-122.5537999,"5330 NE 105th Ave, Portland, OR 97220, USA"
"70543 NE HERMAN LOOP, CASCADE LOCKS, OR 97014",45.6329016,-121.957325,"NE Herman Loop, Oregon 97014, USA"
"1 NE COLUMBIA BLVD, PORTLAND, OR 97211",45.5831426,-122.6668364,"1 NE Columbia Blvd, Portland, OR 97211, USA"
"4800 NE 122ND AVE, PORTLAND, OR 97230",45.5576509,-122.5369279,"4800 NE 122nd Ave, Portland, OR 97230, USA"
"5001 N COLUMBIA BLVD, PORTLAND, OR 97203",45.5958096,-122.7185389,"5001 N Columbia Blvd, Portland, OR 97203, USA"
"12005 N BURGARD RD, PORTLAND, OR 97203",45.6088459,-122.7696689,"12005 N Burgard Rd, Portland, OR 97203, USA"
"2526 NW YEON AVE, PORTLAND, OR 97210",45.5416116,-122.6984841,"2526 NW Yeon Ave, Portland, OR 97210, USA"
"3710 SW US VETS HOSP RD, PORTLAND, OR 97239",45.4969272,-122.6840952,"3710 SW US Veterans Hospital Rd, Portland, OR 97239, USA"
"10111 NE 6TH DR, PORTLAND, OR 97211",45.5960403,-122.6626532,"10111 NE 6th Dr, Portland, OR 97211, USA"
"8424 N CRAWFORD ST, PORTLAND, OR 97203",45.5848589,-122.7566244,"8424 N Crawford St, Portland, OR 97203, USA"
"1207 NW NAITO PKWY STE 204, PORTLAND, OR 97209",45.5315641,-122.6782599,"1207 NW Naito Pkwy #204, Portland, OR 97209, USA"
"2172 NW MARINE DR, TROUTDALE, OR 97060",45.5472262,-122.4096807,"2172 NW Marine Dr, Troutdale, OR 97060, USA"
"2700 SE TACOMA ST, PORTLAND, OR 97202",45.4650335,-122.6351344,"2700 SE Tacoma St, Portland, OR 97202, USA"
"1151 SW VERMONT ST, PORTLAND, OR 97219",45.477074,-122.6898828,"1151 SW Vermont St, Portland, OR 97219, USA"
"5458 N CHANNEL AVE, PORTLAND, OR 97217",45.5631439,-122.7170932,"5458 N Channel Ave, Portland, OR 97217, USA"
"1015 NW 22ND AVE R 350, PORTLAND, OR 97210",45.5300915,-122.6975884,"1015 NW 22nd Ave R350, Portland, OR 97210, USA"
"1698 SW CHERRY PARK RD, PORTLAND, OR 97230",45.5284992,-122.4019762,"1698 SW Cherry Park Rd, Troutdale, OR 97060, USA"
"20015 NE SANDY BLVD, PORTLAND, OR 97230",45.546652,-122.45893,"20015 NE Sandy Blvd, Portland, OR 97230, USA"
"2690 NW NICOLAI ST, PORTLAND, OR 97210",45.5394717,-122.7067957,"Mountain Cycle in Portland, OR, USA, 2690 NW Nicolai St, Portland, OR 97210, USA"
"11309 NE HOLMAN ST, PORTLAND, OR 97220",45.5685043,-122.5463201,"11309 NE Holman St, Portland, OR 97220, USA"
"13135 N WOODRUSH WAY, PORTLAND, OR 97203",45.617996,-122.7681015,"13135 N Woodrush Way, Portland, OR 97203, USA"
"953 LLOYD CENTER, PORTLAND, OR 97232",45.5316594,-122.6545964,"953 Lloyd Center, Portland, OR 97232, USA"
"707 SW WASHINGTON STE E400, PORTLAND, OR 97205",45.5210556,-122.6791797,"707 SW Washington St E400, Portland, OR 97205, USA"
"6801 SE 60TH, PORTLAND, OR 97206",45.4738339,-122.6024434,"6801 SE 60th Ave, Portland, OR 97206, USA"
"900 N COLUMBIA BLVD, PORTLAND, OR 97217",45.5834294,-122.6760833,"900 N Columbia Blvd, Portland, OR 97217, USA"
"12222 NW MARINA WAY, PORTLAND, OR 97231",45.6111124,-122.7946967,"12222 NW Marina Way, Portland, OR 97231, USA"
"9940 N VANCOUVER WAY, PORTLAND, OR 97217",45.5946356,-122.6665297,"9940 N Vancouver Way, Portland, OR 97217, USA"
"3715 N INTERSTATE AVE, PORTLAND, OR 97227",45.5493493,-122.6814586,"3715 N Interstate Ave, Portland, OR 97227, USA"
"2368 NW BURNSIDE RD, GRESHAM, OR 97030",45.5155952,-122.4578679,"2368 NW Burnside Rd, Portland, OR 97233, USA"
"8000 NE 14TH PL, PORTLAND, OR 97211",45.5803999,-122.6499694,"8000 NE 14th Pl, Portland, OR 97211, USA"
"3500 N VICTORY BLVD, PORTLAND, OR 97217",45.604441,-122.7048782,"3500 N Victory Blvd, Portland, OR 97217, USA"
"3135 NW INDUSTRIAL ST, PORTLAND, OR 97210",45.5418164,-122.714992,"3135 NW Industrial St, Portland, OR 97210, USA"
"5555 N LAGOON AVE, PORTLAND, OR 97217",45.5630245,-122.7138983,"5555 N Lagoon Ave, Portland, OR 97217, USA"
"19730 NE SANDY BLVD, PORTLAND, OR 97230",45.5433785,-122.4603822,"19730 NE Sandy Blvd, Portland, OR 97230, USA"
"3800 SE 22ND, PORTLAND, OR 97202",45.4952197,-122.6424343,"3800 SE 22nd Ave, Portland, OR 97202, USA"
"7201 N INTERSTATE AVE, PORTLAND, OR 97217",45.575741,-122.6825183,"7201 N Interstate Ave, Portland, OR 97217, USA"
"3434 NE 170TH PL, PORTLAND, OR 97230",45.5466235,-122.4881253,"3434 NE 170th Pl, Portland, OR 97230, USA"
"4505 SE 23RD, PORTLAND, OR 97222",45.4900799,-122.642639,"4505 SE 23rd Ave, Portland, OR 97202, USA"
"9089 N DENVER AVE, PORTLAND, OR 97217",45.5888755,-122.6873357,"9089 N Denver Ave, Portland, OR 97217, USA"
"1525 NW 23RD AVE, PORTLAND, OR 97210",45.5338034,-122.6990896,"1525 NW 23rd Ave, Portland, OR 97210, USA"
"5885 NW ST HELENS RD, PORTLAND, OR 97210",45.5634866,-122.7461584,"5885 NW St Helens Rd, Portland, OR 97210, USA"
"14324 SE STARK ST, PORTLAND, OR 97233",45.5186918,-122.5151073,"14324 SE Stark St, Portland, OR 97233, USA"
"3001 SE OXBOW PKWY, GRESHAM, OR 97080",45.5016372,-122.3070612,"3001 SE Oxbow Pkwy, Gresham, OR 97080, USA"
"2100 NW 22ND AVE, PORTLAND, OR 97210",45.538179,-122.6964737,"2100 NW 22nd Ave, Portland, OR 97210, USA"
"2205 NE 244TH, WOOD VILLAGE, OR 97060",45.5392954,-122.4142572,"2205 NE 244th Ave, Wood Village, OR 97060, USA"
"6647 NE 47TH AVE, PORTLAND, OR 97218",45.5714276,-122.614774,"6647 NE 47th Ave, Portland, OR 97218, USA"
"7933 NE 21ST AVE, PORTLAND, OR 97211",45.5804975,-122.6449118,"7933 NE 21st Ave, Portland, OR 97211, USA"
"5410 NE 109TH AVE, PORTLAND, OR 97220",45.5626101,-122.5492069,"5410 NE 109th Ave, Portland, OR 97220, USA"
"24800 SE STARK ST, GRESHAM, OR 97030",45.5175498,-122.4074572,"24800 SE Stark St, Gresham, OR 97030, USA"
"26000 SE STARK ST, GRESHAM, OR 97030",45.5163,-122.390153,"26000 SE Stark St, Gresham, OR 97030, USA"
"14321 NE WHITTAKER WAY, PORTLAND, OR 97230",45.5566877,-122.5148173,"14321 NE Whitaker Way, Portland, OR 97230, USA"
"5115 N LAGOON, PORTLAND, OR 97217",45.560642,-122.7103,"5115 N Lagoon Ave, Portland, OR 97217, USA"
"5858 NE 87TH AVE, PORTLAND, OR 97220",45.5650039,-122.5727392,"5858 NE 87th Ave, Portland, OR 97220, USA"
"7835 SW 37TH AVE, PORTLAND, OR 97219",45.4676561,-122.7157082,"7835 SW 37th Ave, Portland, OR 97219, USA"
"8900 N VANCOUVER AVE, PORTLAND, OR 97217",45.5878604,-122.6658555,"8900 N Vancouver Ave, Portland, OR 97217, USA"
"6147 SE FOSTER RD, PORTLAND, OR 97206",45.4912594,-122.5997647,"6147 SE Foster Rd, Portland, OR 97206, USA"
"5722 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.4574666,-122.6053497,"5722 SE Johnson Creek Blvd, Portland, OR 97206, USA"
"501 DIXON, PORTLAND, OR 97227",45.5351678,-122.6714468,"501 N Dixon St, Portland, OR 97227, USA"
"1420 NW EVERETT ST, PORTLAND, OR 97209",45.5248826,-122.6858272,"1420 NW Everett St, Portland, OR 97209, USA"
"5200 NW FRONT, PORTLAND, OR 97210",45.5608253,-122.7332477,"5200 NW Front Ave, Portland, OR 97210, USA"
"4850 NW FRONT AVE, PORTLAND, OR 97210",45.5577317,-122.7281257,"4850 NW Front Ave, Portland, OR 97210, USA"
"1035 SE 3RD AVE, PORTLAND, OR 97214",45.5153512,-122.6630662,"1035 SE 3rd Ave, Portland, OR 97214, USA"
"3900 NE 158TH ST, PORTLAND, OR 97230",45.5510528,-122.497493,"3900 NE 158th Ave, Portland, OR 97230, USA"
"2126 SW HALSEY ST, TROUTDALE, OR 97060",45.537115,-122.4065816,"2126 SW Halsey St, Troutdale, OR 97060, USA"
"3743 SE 21ST ST, PORTLAND, OR 97202",45.4959983,-122.6451323,"3743 SE 21st Ave, Portland, OR 97202, USA"
"8900 N RAMSEY BLVD, PORTLAND, OR 97203",45.6233723,-122.7686848,"8900 N Ramsey Blvd, Portland, OR 97203, USA"
"2929 N KERBY AVE, PORTLAND, OR 97227",45.5440386,-122.6726925,"2929 N Kerby Ave, Portland, OR 97227, USA"
"7601 N COLUMBIA BLVD, PORTLAND, OR 97203",45.6000329,-122.7397873,"7601 N Columbia Blvd, Portland, OR 97203, USA"
"3111 SE 13TH AVE STE 500, PORTLAND, OR 97202",45.5003968,-122.6523638,"3111 SE 13th Ave #500, Portland, OR 97202, USA"
"4226 NE 161ST AVE STE A, PORTLAND, OR 97230",45.5538923,-122.496254,"4226 NE 161st Ave STE A, Portland, OR 97230, USA"
"9637 SW 35TH DR, PORTLAND, OR 97219",45.4546984,-122.7121808,"9637 SW 35th Ave, Portland, OR 97219, USA"
"19241 NE SAN RAFAEL ST, PORTLAND, OR 97230",45.5376846,-122.4651479,"19241 NE San Rafael St, Portland, OR 97230, USA"
"432 NE 10TH AVE, PORTLAND, OR 97232",45.5261658,-122.6551059,"432 NE 10th Ave, Portland, OR 97232, USA"
"5741 NE 92ND DR, PORTLAND, OR 97220",45.5653331,-122.5692625,"5741 NE 92nd Dr, Portland, OR 97220, USA"
"7540 NW ST HELENS RD, PORTLAND, OR 97210",45.57705,-122.759522,"7540 NW St Helens Rd, Portland, OR 97210, USA"
"2710 NE DAVIS ST, PORTLAND, OR 97232",45.5238995,-122.6385891,"2710 NE Davis St, Portland, OR 97232, USA"
"323 SE DIVISION PL, PORTLAND, OR 97202",45.5052568,-122.6623867,"323 SE Division Pl, Portland, OR 97202, USA"
"9045 N RAMSEY BLVD, PORTLAND, OR 97203",45.624538,-122.7701859,"9045 N Ramsey Blvd, Portland, OR 97203, USA"
"13327 N WOODRUSH WAY, PORTLAND, OR 97203",45.6190582,-122.7682585,"13327 N Woodrush Way, Portland, OR 97203, USA"
"3448 NW YEON AVE, PORTLAND, OR 97210",45.5472059,-122.7115652,"3448 NW Yeon Ave, Portland, OR 97210, USA"
"2427 NW 30TH AVE, PORTLAND, OR 97210",45.5396039,-122.7127885,"Ware house Building in Portland, OR, USA, 2427 NW 30th Ave, Portland, OR 97210, USA"
"400 SW 6TH AVE STE 500, PORTLAND, OR 97204",45.5206322,-122.6773577,"400 SW Sixth Avenue, 400 SW 6th Ave #500, Portland, OR 97204, USA"
"8969 SE 58TH, PORTLAND, OR 97206",45.458231,-122.6032158,"8969 SE 58th Ave, Portland, OR 97206, USA"
"5921 N MARINE DR, PORTLAND, OR 97203",45.6235154,-122.7318389,"5921 N Marine Dr, Portland, OR 97203, USA"
"1891 NW COMMERCE CT, TROUTDALE, OR 97060",45.5533506,-122.4196876,"1891 NW Commerce Ct, Troutdale, OR 97060, USA"
"5119 NE 158TH AVE, PORTLAND, OR 97230",45.5602755,-122.502266,"5119 NE 158th Ave, Portland, OR 97230, USA"
"4050 NE 158TH AVE, PORTLAND, OR 97230",45.5521428,-122.499684,"4050 NE 158th Ave, Portland, OR 97230, USA"
"2801 NW NELA ST, PORTLAND, OR 97210",45.5439473,-122.7083553,"2801 NW Nela St, Portland, OR 97210, USA"
"150 I-84 EXIT 40, CASCADE LOCKS, OR 97014",45.6677048,-121.8881694,"I-84, Cascade Locks, OR, USA"
"5445 NE 122ND AVE, PORTLAND, OR 97230",45.5621663,-122.5368137,"5445 NE 122nd Ave, Portland, OR 97230, USA"
"2201 NE 201ST, GRESHAM, OR 97024",45.5386357,-122.4577396,"2201 NE 201st Ave, Portland, OR 97230, USA"
"3005 NE ARGYLE ST, PORTLAND, OR 97211",45.5763616,-122.6345731,"3005 NE Argyle St, Portland, OR 97211, USA"
"4025 NW EXPRESS AVE, PORTLAND, OR 97210",45.5522201,-122.7279374,"4025 NW Express Ave, Portland, OR 97210, USA"
"1403 SE WATER, PORTLAND, OR 97233",45.5125561,-122.6661466,"1403 SE Water Ave, Portland, OR 97214, USA"
"10707 SE KNIGHT ST, PORTLAND, OR 97266",45.480021,-122.5525461,"10707 SE Knight St, Portland, OR 97266, USA"
"2207 NE 201ST, FAIRVIEW, OR 97024",45.5387843,-122.4566419,"2207 NE 201st Ave, Fairview, OR 97024, USA"
"13424 N WOODRUSH WAY, PORTLAND, OR 97203",45.6198562,-122.7672352,"13424 N Woodrush Way, Portland, OR 97203, USA"
"12409 NE SAN RAFAEL, PORTLAND, OR 97230",45.5381631,-122.5362284,"12409 NE San Rafael St, Portland, OR 97230, USA"
"4943 NW FRONT AVE, PORTLAND, OR 97210",45.5580635,-122.7315852,"4943 NW Front Ave, Portland, OR 97210, USA"
"18722 NE WILKES RD, PORTLAND, OR 97230",45.5400702,-122.4710491,"18722 NE Wilkes Rd, Portland, OR 97230, USA"
"19004 NE SAN RAFAEL ST, PORTLAND, OR 97230",45.5364838,-122.4678624,"19004 NE San Rafael St, Portland, OR 97230, USA"
"5105 SE 302ND, GRESHAM, OR 97080",45.485428,-122.3534984,"5105 SE 302nd Ave, Gresham, OR 97080, USA"
"2539 NW VAUGHN, PORTLAND, OR 97210",45.5369936,-122.7037547,"2539 NW Vaughn St, Portland, OR 97210, USA"
"8010 NW ST HELENS RD, PORTLAND, OR 97210",45.5810847,-122.7640049,"8010 NW St Helens Rd, Portland, OR 97210, USA"
"1200 N MAIN AVE, GRESHAM, OR 97030",45.5062546,-122.4302627,"1200 N Main Ave, Gresham, OR 97030, USA"
"5938 N BASIN AVE, PORTLAND, OR 97217",45.5666248,-122.7066574,"5938 N Basin Ave, Portland, OR 97217, USA"
"12348 N CENTER AVE, PORTLAND, OR 97217",45.6125558,-122.6791806,"12348 N Center Ave, Portland, OR 97217, USA"
"3181 SW SAM JACKSON PK RD, PORTLAND, OR 97239",45.4997894,-122.6875027,"3181 SW Sam Jackson Park Rd, Portland, OR 97239, USA"
"6011 SE 92ND AVE, PORTLAND, OR 97266",45.4788715,-122.5687666,"6011 SE 92nd Ave, Portland, OR 97266, USA"
"2550 NW NICOLAI ST, PORTLAND, OR 97210",45.5400387,-122.7047595,"2550 NW Nicolai St, Portland, OR 97210, USA"
"14025 N RIVERGATE BLVD, PORTLAND, OR 97203",45.6252601,-122.7815183,"14025 N Rivergate Blvd, Portland, OR 97203, USA"
"3722 SE 21ST ST, PORTLAND, OR 97202",45.4964817,-122.6442641,"3722 SE 21st Ave, Portland, OR 97202, USA"
"6500 JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.4558259,-122.5944619,"6500 SE Johnson Creek Blvd, Portland, OR 97206, USA"
"869 NW EASTWIND DR, TROUTDALE, OR 97060",45.5459518,-122.4137799,"869 NW Eastwind Dr, Troutdale, OR 97060, USA"
"2800 NW NELA ST, PORTLAND, OR 97210",45.5431067,-122.7084116,"2800 NW Nela St, Portland, OR 97210, USA"
"18440 NE PORTAL WAY, PORTLAND, OR 97230",45.550666,-122.4736159,"18440 NE Portal Way, Portland, OR 97230, USA"
"1755 NE ARGYLE, PORTLAND, OR 97211",45.5802171,-122.6468886,"1755 NE Argyle St, Portland, OR 97211, USA"
"18440 NE SAN RAFAEL ST, PORTLAND, OR 97230",45.5361762,-122.4727007,"18440 NE San Rafael St, Portland, OR 97230, USA"
"38 SE 97TH, PORTLAND, OR 97216",45.521926,-122.5633423,"38 SE 97th Ave, Portland, OR 97216, USA"
"2425 NW ST HELENS RD, PORTLAND, OR 97210",45.5389593,-122.7173574,"2425 NW St Helens Rd, Portland, OR 97210, USA"
"SUBSTN SEWAGE PMP STN, SUBSTATION, OR 97000",NA,NA,"SUBSTN SEWAGE PMP STN, SUBSTATION, OR 97000"
"1335 NW NORTHRUP, PORTLAND, OR 97209",45.5316473,-122.6851786,"1335 NW Northrup St, Portland, OR 97209, USA"
"10915 N LOMBARD ST, PORTLAND, OR 97203",45.6059245,-122.7650214,"10915 N Lombard St, Portland, OR 97203, USA"
"9908 SE ASH ST, PORTLAND, OR 97216",45.5208241,-122.5619701,"9908 SE Ash St, Portland, OR 97216, USA"
"4805 NE GLISAN, PORTLAND, OR 97213",45.526986,-122.6138954,"4805 NE Glisan St, Portland, OR 97213, USA"
"1620 NE ARGYLE DR, PORTLAND, OR 97211",45.5800875,-122.6485041,"1620 NE Argyle Dr, Portland, OR 97211, USA"
"4350 NW FRONT AVE, PORTLAND, OR 97210",45.5541319,-122.7191683,"4350 NW Front Ave, Portland, OR 97210, USA"
"2271 NE 194TH AVE, PORTLAND, OR 97230",45.5396145,-122.4642144,"2271 NE 194th Ave, Portland, OR 97230, USA"
"8121 NE AIRPORT WAY, PORTLAND, OR 97218",45.5839354,-122.5774479,"8121 NE Airport Way, Portland, OR 97218, USA"
"1801 N MARINE DR, PORTLAND, OR 97217",45.6074817,-122.6852877,"1801 N Marine Dr, Portland, OR 97217, USA"
"3155 NW YEON AVE, PORTLAND, OR 97210",45.5440172,-122.7059596,"3155 NW Yeon Ave, Portland, OR 97210, USA"
"3441 NW GUAM, PORTLAND, OR 97210",45.5443862,-122.7177645,"3441 NW Guam St, Portland, OR 97210, USA"
"3537 NW ST HELENS RD, PORTLAND, OR 97210",45.5473205,-122.7262215,"3537 NW St Helens Rd, Portland, OR 97210, USA"
"9120 SE 64TH, PORTLAND, OR 97206",45.4570242,-122.5960853,"9120 SE 64th Ave, Portland, OR 97206, USA"
"705 N KILLINGSWORTH, PORTLAND, OR 97217",45.5631476,-122.6735366,"705 N Killingsworth St, Portland, OR 97217, USA"
"9930 N BURGARD WAY, PORTLAND, OR 97203",45.612442,-122.7783239,"9930 N Burgard Way, Portland, OR 97203, USA"
"2659 SE TACOMA, PORTLAND, OR 97202",45.4651672,-122.6370428,"2659 SE Tacoma St, Portland, OR 97202, USA"
"48000 SE DONAHUE RD, CORBETT, OR 97019",45.5110449,-122.1742374,"48000 Donahue Rd, Corbett, OR 97019, USA"
"19250 NE PORTAL WAY, PORTLAND, OR 97230",45.5498909,-122.4659837,"19250 NE Portal Way, Portland, OR 97230, USA"
"3509 NE COLUMBIA BLVD, PORTLAND, OR 97211",45.5733886,-122.6279265,"3509 NE Columbia Blvd, Portland, OR 97211, USA"
"14015 NE GLISAN ST, PORTLAND, OR 97230",45.5268862,-122.5179278,"14015 NE Glisan St, Portland, OR 97230, USA"
"540 SW HALSEY, TROUTDALE, OR 97060",45.5398186,-122.3923686,"540 SW Halsey St, Troutdale, OR 97060, USA"
"MULTNOMAH FLLS WWTP I84EXIT 31, CORBETT, OR 97010",45.5317887,-122.2912175,"Corbett, OR 97019, USA"
"5430 COLUMBIA CT, PORTLAND, OR 97203",45.595145,-122.7228749,"5430 N Columbia Ct, Portland, OR 97203, USA"
"6412 NE SANDY BLVD, PORTLAND, OR 97213",45.5448904,-122.5969719,"6412 NE Sandy Blvd, Portland, OR 97213, USA"
"464 NE 219TH AVE, GRESHAM, OR 97030",45.5268963,-122.4371537,"464 NE 219th Ave, Gresham, OR 97030, USA"
"2901 NW FRONT AVE STE G, PORTLAND, OR 97210",45.5429325,-122.6976788,"2901 NW Front Ave STE G, Portland, OR 97210, USA"
"9169 SE 67TH, PORTLAND, OR 97206",45.4569315,-122.5948354,"9169 SE 67th Ave, Portland, OR 97206, USA"
"2669 NE RIVERSIDE WAY, PORTLAND, OR 97211",45.580733,-122.6378986,"2669 NE Riverside Way, Portland, OR 97211, USA"
"5822 NE SKYPORT WAY, PORTLAND, OR 97218",45.5738848,-122.6018182,"5822 NE Skyport Way, Portland, OR 97218, USA"
"14546 N LOMBARD ST, PORTLAND, OR 97203",45.6308094,-122.7704247,"14546 N Lombard St, Portland, OR 97203, USA"
"9710 NE GLASS PLANT RD, PORTLAND, OR 97220",45.564053,-122.5662207,"9710 NE Glass Plant Rd, Portland, OR 97220, USA"
"2425 NE RIVERSIDE WAY, PORTLAND, OR 97211",45.5814875,-122.6395075,"2425 NE Riverside Way, Portland, OR 97211, USA"
"1225 W BURNSIDE, PORTLAND, OR 97209",45.52306,-122.683661,"1225 W Burnside St, Portland, OR 97209, USA"
"1339 NW EASTWOOD AVE, GRESHAM, OR 97030",45.5057519,-122.4630777,"1339 NW Eastwood Ave, Gresham, OR 97030, USA"
"5111 NE 82ND AVE, PORTLAND, OR 97220",45.5608572,-122.5794155,"5111 NE 82nd Ave, Portland, OR 97220, USA"
"7715 NE 33RD DR STE A, PORTLAND, OR 97211",45.5791136,-122.6356144,"7715 NE 33rd Dr STE A, Portland, OR 97211, USA"
"18600 NE WILKES RD, PORTLAND, OR 97230",45.5401517,-122.4702695,"18600 NE Wilkes Rd, Portland, OR 97230, USA"
"49 SE 97TH AVE, PORTLAND, OR 97216",45.5222556,-122.5633388,"49 SE 97th Ave, Portland, OR 97216, USA"
"10733 NE MARX BLDG 8, PORTLAND, OR 97220",45.5617437,-122.5523062,"10733 NE Marx St #8, Portland, OR 97220, USA"
"2211 NW NICOLAI ST, PORTLAND, OR 97210",45.5416779,-122.6974878,"2211 NW Nicolai St, Portland, OR 97210, USA"
"10103 NE MARX, PORTLAND, OR 97220",45.562711,-122.5580304,"10103 NE Marx St, Portland, OR 97220, USA"
"5035 SE 24TH AVE, PORTLAND, OR 97202",45.4860081,-122.6419648,"5035 SE 24th Ave, Portland, OR 97202, USA"
"7909 N UPLAND DR, PORTLAND, OR 97203",45.6027137,-122.7413142,"7909 N Upland Dr, Portland, OR 97203, USA"
"4927 NW FRONT AVE, PORTLAND, OR 97210",45.557098,-122.7309397,"4927 NW Front Ave, Portland, OR 97210, USA"
"4320 SE 62ND, PORTLAND, OR 97206",45.4913035,-122.5991133,"4320 SE 62nd Ave, Portland, OR 97206, USA"
"8823 N HARBORGATE, PORTLAND, OR 97203",45.6212476,-122.7683709,"8823 N Harborgate St, Portland, OR 97203, USA"
"7510 SE ALTMAN RD, GRESHAM, OR 97080",45.4689704,-122.3260384,"7510 SE Altman Rd, Gresham, OR 97080, USA"
"11618 NE SUMNER ST, PORTLAND, OR 97220",45.5606664,-122.5425471,"11618 NE Sumner St, Portland, OR 97220, USA"
"3600 N HAYDEN ISLAND DR, PORTLAND, OR 97203",45.6237337,-122.6999997,"3600 N Hayden Island Dr, Portland, OR 97217, USA"
"2211 NW BREWER ST, PORTLAND, OR 97210",45.5434252,-122.6997316,"2211 NW Brewer St, Portland, OR 97210, USA"
"4939 NE COLUMBIA BLVD, PORTLAND, OR 97218",45.5705281,-122.6106437,"4939 NE Columbia Blvd, Portland, OR 97218, USA"
"18201 NE PORTAL WAY STE 101, PORTLAND, OR 97230",45.5524441,-122.4753042,"18201 NE Portal Way #101, Portland, OR 97230, USA"
"19601 NE HALSEY, PORTLAND, OR 97230",45.5342481,-122.4605655,"19601 NE Halsey St, Portland, OR 97230, USA"
"1 N CENTER CT, PORTLAND, OR 97208",45.5314969,-122.6667829,"1 N Center Ct St, Portland, OR 97227, USA"
"6710 N CATLIN ST, PORTLAND, OR 97203",45.5926127,-122.7643993,"6710 N Catlin Ave, Portland, OR 97203, USA"
