"key","Pollutant","2016 Total Emissions (lbs)","2016 Total Uncontrolled Emissions (lbs)","2016 Total Other Emissions (lbs)","Is Heavy Metal"
"26-9550","Lead","0.015","0.008","0.008","TRUE"
"26-9550","Ethyl benzene","0.012","0.010","0.002","FALSE"
"26-9550","Copper and compounds","0.008","0.004","0.004","TRUE"
"26-9550","Nickel","0.007","0.004","0.004","TRUE"
"26-9550","Manganese","0.006","0.003","0.003","TRUE"
"26-9550","Selenium","0.004","0.002","0.002","TRUE"
"26-9550","Mercury","0.004","0.002","0.002","TRUE"
"26-9550","Arsenic","0.003","0.001","0.001","TRUE"
"26-9550","Cadmium","0.003","0.001","0.001","TRUE"
"26-9550","Chlorobenzene","0.000","0.000","0.000","FALSE"
"26-9550","Chromium VI","0.000","0.000","0.000","TRUE"
"26-9554","Total - All Pollutants","22.833","8.560","14.273","NA"
"26-9554","Ammonia","14.094","5.284","8.810","FALSE"
"26-9554","Hexane","7.928","2.972","4.956","FALSE"
"26-9554","Formaldehyde","0.330","0.124","0.206","FALSE"
"26-9554","Total - Heavy Metals Only","0.173","0.065","0.108","TRUE"
"26-9554","Zinc","0.128","0.048","0.080","TRUE"
"26-9554","Toluene","0.117","0.044","0.073","FALSE"
"26-9554","Xylenes (mixed) including:","0.087","0.033","0.054","FALSE"
"26-9554","Ethyl benzene","0.030","0.011","0.019","FALSE"
"26-9554","Benzene","0.026","0.010","0.016","FALSE"
"26-9554","Barium","0.019","0.007","0.012","FALSE"
"26-9554","Acetaldehyde","0.014","0.005","0.009","FALSE"
"26-9554","Acrolein","0.012","0.004","0.007","FALSE"
"26-9554","Vanadium (fume or dust)","0.010","0.004","0.006","TRUE"
"26-9554","Nickel","0.009","0.003","0.006","TRUE"
"26-9554","Molybdenum trioxide","0.007","0.003","0.005","TRUE"
"26-9554","Chromium VI","0.006","0.002","0.004","TRUE"
"26-9554","Cadmium","0.005","0.002","0.003","TRUE"
"26-9554","Copper and compounds","0.004","0.001","0.002","TRUE"
"26-9554","Naphthalene","0.003","0.001","0.002","FALSE"
"26-9554","Manganese","0.002","0.001","0.001","TRUE"
"26-9554","Mercury","0.001","0.000","0.001","TRUE"
"26-9554","Arsenic","0.001","0.000","0.001","TRUE"
"26-9554","Cobalt","0.000","0.000","0.000","TRUE"
"26-9554","Selenium","0.000","0.000","0.000","TRUE"
"26-9554","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"26-9554","Phenanthrene","0.000","0.000","0.000","FALSE"
"26-9554","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-9554","Beryllium","0.000","0.000","0.000","FALSE"
"26-9554","Pyrene","0.000","0.000","0.000","FALSE"
"26-9554","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-9554","Fluorene","0.000","0.000","0.000","FALSE"
"26-9554","Anthracene","0.000","0.000","0.000","FALSE"
"26-9554","Chrysene","0.000","0.000","0.000","FALSE"
"26-9554","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-9554","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-9554","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-9554","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-9554","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-9554","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-9554","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-9554","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-9554","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-9554","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-0018","Total - All Pollutants","144.304","144.258","0.046","NA"
"26-0018","Total - Heavy Metals Only","144.258","144.258","0.000","TRUE"
"26-0018","Nickel","144.258","144.258","0.000","TRUE"
"26-0018","Chromic(VI) Acid","0.046","0.000","0.046","FALSE"
"26-3036","Total - All Pollutants","41.261","41.257","0.004","NA"
"26-3036","Total - Heavy Metals Only","41.211","41.207","0.004","TRUE"
"26-3036","Nickel","40.002","39.998","0.004","TRUE"
"26-3036","Copper and compounds","1.190","1.190","0.000","TRUE"
"26-3036","Chromic(VI) Acid","0.047","0.047","0.000","FALSE"
"26-3036","Silver","0.018","0.018","0.000","TRUE"
"26-3036","Hydrogen Cyanide","0.002","0.002","0.000","FALSE"
"26-3036",NA,"0.000","0.000","0.000","FALSE"
"34-0107","Total - All Pollutants","0.431","0.431","0.000","NA"
"34-0107","Total - Heavy Metals Only","0.431","0.431","0.000","TRUE"
"34-0107","Nickel","0.382","0.382","0.000","TRUE"
"34-0107","Zinc","0.049","0.049","0.000","TRUE"
"34-0107","Copper and compounds","0.000","0.000","0.000","TRUE"
"34-0107","Silver","0.000","0.000","0.000","TRUE"
"34-0107","Hydrogen Cyanide","0.000","0.000","0.000","FALSE"
"34-2066","Total - All Pollutants","43,103.830","20,052.865","23,050.965","NA"
"34-2066","Methanol","20,303.243","8,382.192","11,921.050","FALSE"
"34-2066","Acetaldehyde","12,873.840","11,080.710","1,793.130","FALSE"
"34-2066","Formaldehyde","2,748.980","293.201","2,455.779","FALSE"
"34-2066","Isopropyl alcohol","2,147.178","0.000","2,147.178","FALSE"
"34-2066","Chlorine","719.658","0.000","719.658","FALSE"
"34-2066","Hydrochloric acid","717.840","0.000","717.840","FALSE"
"34-2066","Acrolein","589.337","160.918","428.420","FALSE"
"34-2066","Benzene","409.864","0.000","409.864","FALSE"
"34-2066","Propionaldehyde","327.972","107.615","220.357","FALSE"
"34-2066","Methylene chloride","322.667","0.000","322.667","FALSE"
"34-2066","Phenol","298.452","0.000","298.452","FALSE"
"34-2066","Total - Heavy Metals Only","233.750","0.000","233.750","TRUE"
"34-2066","Ethyl benzene","233.004","0.000","233.004","FALSE"
"34-2066","Styrene","192.298","0.000","192.298","FALSE"
"34-2066","Zinc","181.609","0.000","181.609","TRUE"
"34-2066","Hexane","169.887","0.000","169.887","FALSE"
"34-2066","Phosphorus","140.835","0.000","140.835","FALSE"
"34-2066","Hydrogen fluoride","95.282","0.000","95.282","FALSE"
"34-2066","Barium","89.318","0.000","89.318","FALSE"
"34-2066","Naphthalene","77.023","0.000","77.023","FALSE"
"34-2066","Crotonaldehyde","72.734","0.000","72.734","FALSE"
"34-2066","Toluene","62.978","11.296","51.681","FALSE"
"34-2066","Methyl ethyl ketone","60.912","11.222","49.690","FALSE"
"34-2066","Methyl isobutyl ketone","39.982","5.711","34.272","FALSE"
"34-2066","Manganese","36.230","0.000","36.230","TRUE"
"34-2066","Methyl chloroform","34.095","0.000","34.095","FALSE"
"34-2066","Methyl chloride","22.298","0.000","22.298","FALSE"
"34-2066","Dibutyl phthalate","19.643","0.000","19.643","FALSE"
"34-2066","Diethylphthalate","12.859","0.000","12.859","FALSE"
"34-2066","Carbon tetrachloride","11.857","0.000","11.857","FALSE"
"34-2066","Chloroform","11.857","0.000","11.857","FALSE"
"34-2066","1,2-Dichloropropane","9.910","0.000","9.910","FALSE"
"34-2066","Chlorobenzene","9.792","0.000","9.792","FALSE"
"34-2066","Phenanthrene","8.469","0.000","8.469","FALSE"
"34-2066","Methyl bromide","6.725","0.000","6.725","FALSE"
"34-2066","o-Xylene","6.666","0.000","6.666","FALSE"
"34-2066","Copper and compounds","5.569","0.000","5.569","TRUE"
"34-2066","Acenaphthylene","3.636","0.000","3.636","FALSE"
"34-2066","Fluoranthene","3.032","0.000","3.032","FALSE"
"34-2066","Fluorene","2.402","0.000","2.402","FALSE"
"34-2066","Pyrene","2.088","0.000","2.088","FALSE"
"34-2066","Lead","2.048","0.000","2.048","TRUE"
"34-2066","Molybdenum trioxide","1.850","0.000","1.850","TRUE"
"34-2066","Anthracene","1.399","0.000","1.399","FALSE"
"34-2066","Cobalt","1.307","0.000","1.307","TRUE"
"34-2066","Benzo[a]pyrene","1.168","0.000","1.168","FALSE"
"34-2066","Nickel","1.108","0.000","1.108","TRUE"
"34-2066","p-Xylene","1.044","0.000","1.044","FALSE"
"34-2066","m-Xylene","1.044","0.000","1.044","FALSE"
"34-2066","Acetophenone","1.031","0.000","1.031","FALSE"
"34-2066","Selenium","0.973","0.000","0.973","TRUE"
"34-2066","Acenaphthene","0.911","0.000","0.911","FALSE"
"34-2066","2-Methyl naphthalene","0.826","0.000","0.826","FALSE"
"34-2066","Arsenic","0.736","0.000","0.736","TRUE"
"34-2066","1,2,4-Trichlorobenzene","0.652","0.000","0.652","FALSE"
"34-2066","Mercury","0.606","0.000","0.606","TRUE"
"34-2066","Benzo[g,h,i]perylene","0.585","0.000","0.585","FALSE"
"34-2066","Silver","0.581","0.000","0.581","TRUE"
"34-2066","Antimony","0.516","0.000","0.516","TRUE"
"34-2066","Indeno[1,2,3-cd]pyrene","0.485","0.000","0.485","FALSE"
"34-2066","Butyl benzyl phthalate","0.432","0.000","0.432","FALSE"
"34-2066","Benzo[b]fluoranthene","0.407","0.000","0.407","FALSE"
"34-2066","Cumene","0.369","0.000","0.369","FALSE"
"34-2066","Vanadium (fume or dust)","0.350","0.000","0.350","TRUE"
"34-2066","Vinyl acetate","0.297","0.000","0.297","FALSE"
"34-2066","Chrysene","0.172","0.000","0.172","FALSE"
"34-2066","Biphenyl","0.158","0.000","0.158","FALSE"
"34-2066","Cadmium","0.145","0.000","0.145","TRUE"
"34-2066","Benzo[e]pyrene","0.124","0.000","0.124","FALSE"
"34-2066","Chromium VI","0.123","0.000","0.123","TRUE"
"34-2066","Benz[a]anthracene","0.113","0.000","0.113","FALSE"
"34-2066","Benzo[k]fluoranthene","0.110","0.000","0.110","FALSE"
"34-2066","Benzo[j]fluoranthene","0.092","0.000","0.092","FALSE"
"34-2066","Beryllium","0.023","0.000","0.023","FALSE"
"34-2066","Perylene","0.019","0.000","0.019","FALSE"
"34-2066","Dibenz[a,h]anthracene","0.006","0.000","0.006","FALSE"
"34-2066","1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,4,6,7,8-Heptachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","2,3,4,7,8-Pentachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,4,7,8-Hexachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","2,3,4,6,7,8-Hexachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,7,8-Pentachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,6,7,8-Hexachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,4,6,7,8,9-Octachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","2,3,7,8-Tetrachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,7,8-Pentachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,4,7,8,9-Heptachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-2066","2,3,7,8-Tetrachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"34-2066","1,2,3,7,8,9-Hexachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"34-0004","Total - All Pollutants","3,666.352","1,802.015","1,864.337","NA"
"34-0004","Hydrochloric acid","1,757.008","3.178","1,753.830","FALSE"
"34-0004","Diesel Particulate Matter","571.378","571.378","0.000","FALSE"
"34-0004","Toluene","308.174","281.351","26.823","FALSE"
"34-0004","Xylenes (mixed) including:","231.274","211.089","20.185","FALSE"
"34-0004","Benzene","109.231","99.946","9.285","FALSE"
"34-0004","Hydrogen sulfide","105.029","95.833","9.195","FALSE"
"34-0004","Methyl ethyl ketone","99.905","91.159","8.747","FALSE"
"34-0004","Ethyl benzene","94.456","86.202","8.253","FALSE"
"34-0004","Isopropyl alcohol","61.993","56.565","5.427","FALSE"
"34-0004","Methylene chloride","37.759","34.453","3.306","FALSE"
"34-0004","Dichlorofluoromethane","35.249","32.163","3.086","FALSE"
"34-0004","1,4-Dichlorobenzene","30.945","28.236","2.709","FALSE"
"34-0004","Formaldehyde","29.440","29.440","0.000","FALSE"
"34-0004","Dichlorodifluoromethane","27.666","25.244","2.422","FALSE"
"34-0004","Hexane","26.588","24.300","2.288","FALSE"
"34-0004","Perchloroethylene","25.822","23.561","2.261","FALSE"
"34-0004","Ammonia","13.645","13.645","0.000","FALSE"
"34-0004","Acetaldehyde","13.360","13.360","0.000","FALSE"
"34-0004","Trichloroethylene","11.681","10.659","1.023","FALSE"
"34-0004","Methyl isobutyl ketone","9.837","8.976","0.861","FALSE"
"34-0004","Vinyl chloride","8.812","8.041","0.772","FALSE"
"34-0004","Propylene","7.965","7.965","0.000","FALSE"
"34-0004","Bromodichloromethane","6.660","6.077","0.583","FALSE"
"34-0004","Trichlorofluoromethane","5.892","5.376","0.516","FALSE"
"34-0004","1,1-Dichloroethane","5.328","4.862","0.466","FALSE"
"34-0004","Chlorodifluoromethane","4.017","3.665","0.352","FALSE"
"34-0004","1,3-Butadiene","3.708","3.708","0.000","FALSE"
"34-0004","Chlorobenzene","3.340","3.048","0.292","FALSE"
"34-0004","Carbon disulfide","3.187","2.908","0.279","FALSE"
"34-0004","Methyl chloroform","2.931","2.674","0.257","FALSE"
"34-0004","Ethyl chloride","2.019","1.842","0.177","FALSE"
"34-0004","Methyl chloride","1.645","1.501","0.144","FALSE"
"34-0004","Ethylene dichloride","1.552","1.416","0.136","FALSE"
"34-0004","1,1,2,2-Tetrachloroethane","1.537","1.402","0.135","FALSE"
"34-0004","Carbonyl sulfide","1.440","1.314","0.126","FALSE"
"34-0004","Ethylene dibromide","1.132","1.033","0.099","FALSE"
"34-0004","Vinylidene chloride","0.840","0.767","0.074","FALSE"
"34-0004","Trans-1,2-dichloroethene","0.646","0.589","0.057","FALSE"
"34-0004","Benzo[a]pyrene","0.617","0.617","0.000","FALSE"
"34-0004","Acrolein","0.578","0.578","0.000","FALSE"
"34-0004","Total - Heavy Metals Only","0.531","0.464","0.067","TRUE"
"34-0004","Chloroform","0.468","0.427","0.041","FALSE"
"34-0004","1,2-Dichloropropane","0.340","0.310","0.030","FALSE"
"34-0004","Naphthalene","0.336","0.336","0.000","FALSE"
"34-0004","Acrylonitrile","0.250","0.228","0.022","FALSE"
"34-0004","Lead","0.142","0.142","0.000","TRUE"
"34-0004","Carbon tetrachloride","0.141","0.129","0.012","FALSE"
"34-0004","Mercury","0.108","0.041","0.067","TRUE"
"34-0004","Copper and compounds","0.070","0.070","0.000","TRUE"
"34-0004","Nickel","0.067","0.067","0.000","TRUE"
"34-0004","Manganese","0.053","0.053","0.000","TRUE"
"34-0004","Selenium","0.038","0.038","0.000","TRUE"
"34-0004","Arsenic","0.027","0.027","0.000","TRUE"
"34-0004","Cadmium","0.026","0.026","0.000","TRUE"
"34-0004","Chromium VI","0.002","0.002","0.000","TRUE"
"34-0067","Total - All Pollutants","5,327.675","742.419","4,585.256","NA"
"34-0067","Formaldehyde","4,594.000","676.000","3,918.000","FALSE"
"34-0067","Ammonia","459.520","41.600","417.920","FALSE"
"34-0067","Hexane","258.480","23.400","235.080","FALSE"
"34-0067","Total - Heavy Metals Only","5.650","0.512","5.139","TRUE"
"34-0067","Zinc","4.164","0.377","3.787","TRUE"
"34-0067","Toluene","3.805","0.344","3.461","FALSE"
"34-0067","Xylenes (mixed) including:","2.829","0.256","2.573","FALSE"
"34-0067","Ethyl benzene","0.991","0.090","0.901","FALSE"
"34-0067","Benzene","0.833","0.075","0.757","FALSE"
"34-0067","Barium","0.632","0.057","0.575","FALSE"
"34-0067","Acetaldehyde","0.445","0.040","0.405","FALSE"
"34-0067","Acrolein","0.388","0.035","0.353","FALSE"
"34-0067","Vanadium (fume or dust)","0.330","0.030","0.300","TRUE"
"34-0067","Nickel","0.302","0.027","0.274","TRUE"
"34-0067","Molybdenum trioxide","0.237","0.021","0.215","TRUE"
"34-0067","Chromium VI","0.201","0.018","0.183","TRUE"
"34-0067","Cadmium","0.158","0.014","0.144","TRUE"
"34-0067","Copper and compounds","0.122","0.011","0.111","TRUE"
"34-0067","Naphthalene","0.088","0.008","0.080","FALSE"
"34-0067","Manganese","0.055","0.005","0.050","TRUE"
"34-0067","Mercury","0.037","0.003","0.034","TRUE"
"34-0067","Arsenic","0.029","0.003","0.026","TRUE"
"34-0067","Cobalt","0.012","0.001","0.011","TRUE"
"34-0067","2-Methyl naphthalene","0.003","0.000","0.003","FALSE"
"34-0067","Selenium","0.003","0.000","0.003","TRUE"
"34-0067","Phenanthrene","0.002","0.000","0.002","FALSE"
"34-0067","7,12-Dimethylbenz[a]anthracene","0.002","0.000","0.002","FALSE"
"34-0067","Beryllium","0.002","0.000","0.002","FALSE"
"34-0067","Pyrene","0.001","0.000","0.001","FALSE"
"34-0067","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-0067","Fluorene","0.000","0.000","0.000","FALSE"
"34-0067","Anthracene","0.000","0.000","0.000","FALSE"
"34-0067","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-0067","Chrysene","0.000","0.000","0.000","FALSE"
"34-0067","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-0067","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-0067","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-0067","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-0067","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-0067","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-0067","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-0067","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-0067","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-2623","Total - All Pollutants","945.050","945.050","0.000","NA"
"34-2623","Ammonia","644.184","644.184","0.000","FALSE"
"34-2623","Chloroform","126.732","126.732","0.000","FALSE"
"34-2623","Toluene","64.736","64.736","0.000","FALSE"
"34-2623","Formaldehyde","34.835","34.835","0.000","FALSE"
"34-2623","Hexane","20.434","20.434","0.000","FALSE"
"34-2623","Ethyl benzene","15.386","15.386","0.000","FALSE"
"34-2623","Hydrochloric acid","6.846","6.846","0.000","FALSE"
"34-2623","Acetaldehyde","6.518","6.518","0.000","FALSE"
"34-2623","Vinyl chloride","4.092","4.092","0.000","FALSE"
"34-2623","Total - Heavy Metals Only","2.631","2.631","0.000","TRUE"
"34-2623","Total Phenolics","2.538","2.538","0.000","FALSE"
"34-2623","Perchloroethylene","2.387","2.387","0.000","FALSE"
"34-2623","1,4-Dichlorobenzene","2.273","2.273","0.000","FALSE"
"34-2623","Carbon tetrachloride","2.273","2.273","0.000","FALSE"
"34-2623","Trichloroethylene","2.046","2.046","0.000","FALSE"
"34-2623","Benzene","1.755","1.755","0.000","FALSE"
"34-2623","Ethylene dichloride","1.705","1.705","0.000","FALSE"
"34-2623","Methylene chloride","1.478","1.478","0.000","FALSE"
"34-2623","Selenium","1.251","1.251","0.000","TRUE"
"34-2623","1,3-Butadiene","1.114","1.114","0.000","FALSE"
"34-2623","Xylenes (mixed) including:","0.546","0.546","0.000","FALSE"
"34-2623","Lead","0.386","0.386","0.000","TRUE"
"34-2623","Zinc","0.324","0.324","0.000","TRUE"
"34-2623","Arsenic","0.264","0.264","0.000","TRUE"
"34-2623","Nickel","0.251","0.251","0.000","TRUE"
"34-2623","Hydrogen sulfide","0.228","0.228","0.000","FALSE"
"34-2623","Acrolein","0.138","0.138","0.000","FALSE"
"34-2623","Naphthalene","0.124","0.124","0.000","FALSE"
"34-2623","Cadmium","0.078","0.078","0.000","TRUE"
"34-2623","Barium","0.049","0.049","0.000","FALSE"
"34-2623","Vanadium (fume or dust)","0.026","0.026","0.000","TRUE"
"34-2623","Molybdenum trioxide","0.018","0.018","0.000","TRUE"
"34-2623","Chromium VI","0.016","0.016","0.000","TRUE"
"34-2623","Copper and compounds","0.010","0.010","0.000","TRUE"
"34-2623","Manganese","0.004","0.004","0.000","TRUE"
"34-2623","Mercury","0.003","0.003","0.000","TRUE"
"34-2623","Cobalt","0.001","0.001","0.000","TRUE"
"34-2623","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"34-2623","Phenanthrene","0.000","0.000","0.000","FALSE"
"34-2623","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2623","Beryllium","0.000","0.000","0.000","FALSE"
"34-2623","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-2623","Pyrene","0.000","0.000","0.000","FALSE"
"34-2623","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-2623","Fluorene","0.000","0.000","0.000","FALSE"
"34-2623","Anthracene","0.000","0.000","0.000","FALSE"
"34-2623","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-2623","Chrysene","0.000","0.000","0.000","FALSE"
"34-2623","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2623","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2623","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-2623","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-2623","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-2623","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2623","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-2623","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-2638","Total - All Pollutants","344.870","344.870","0.000","NA"
"34-2638","Ammonia","166.324","166.324","0.000","FALSE"
"34-2638","Hexane","92.692","92.692","0.000","FALSE"
"34-2638","Diesel Particulate Matter","68.477","68.477","0.000","FALSE"
"34-2638","Formaldehyde","7.388","7.388","0.000","FALSE"
"34-2638","Total - Heavy Metals Only","2.126","2.126","0.000","TRUE"
"34-2638","Acetaldehyde","1.761","1.761","0.000","FALSE"
"34-2638","Toluene","1.579","1.579","0.000","FALSE"
"34-2638","Zinc","1.538","1.538","0.000","TRUE"
"34-2638","Xylenes (mixed) including:","1.101","1.101","0.000","FALSE"
"34-2638","Propylene","0.955","0.955","0.000","FALSE"
"34-2638","Benzene","0.679","0.679","0.000","FALSE"
"34-2638","1,3-Butadiene","0.444","0.444","0.000","FALSE"
"34-2638","Hydrochloric acid","0.381","0.381","0.000","FALSE"
"34-2638","Ethyl benzene","0.377","0.377","0.000","FALSE"
"34-2638","Barium","0.226","0.226","0.000","FALSE"
"34-2638","Acrolein","0.208","0.208","0.000","FALSE"
"34-2638","Vanadium (fume or dust)","0.118","0.118","0.000","TRUE"
"34-2638","Nickel","0.116","0.116","0.000","TRUE"
"34-2638","Molybdenum trioxide","0.085","0.085","0.000","TRUE"
"34-2638","Benz[a]anthracene","0.074","0.074","0.000","FALSE"
"34-2638","Chromium VI","0.072","0.072","0.000","TRUE"
"34-2638","Naphthalene","0.072","0.072","0.000","FALSE"
"34-2638","Cadmium","0.060","0.060","0.000","TRUE"
"34-2638","Copper and compounds","0.052","0.052","0.000","TRUE"
"34-2638","Manganese","0.026","0.026","0.000","TRUE"
"34-2638","Mercury","0.017","0.017","0.000","TRUE"
"34-2638","Lead","0.017","0.017","0.000","TRUE"
"34-2638","Arsenic","0.014","0.014","0.000","TRUE"
"34-2638","Selenium","0.006","0.006","0.000","TRUE"
"34-2638","Cobalt","0.004","0.004","0.000","TRUE"
"34-2638","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"34-2638","Phenanthrene","0.001","0.001","0.000","FALSE"
"34-2638","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"34-2638","Beryllium","0.001","0.001","0.000","FALSE"
"34-2638","Chlorobenzene","0.000","0.000","0.000","FALSE"
"34-2638","Pyrene","0.000","0.000","0.000","FALSE"
"34-2638","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-2638","Fluorene","0.000","0.000","0.000","FALSE"
"34-2638","Methylene diphenyl diisocyanate","0.000","0.000","0.000","FALSE"
"34-2638","Anthracene","0.000","0.000","0.000","FALSE"
"34-2638","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-2638","Chrysene","0.000","0.000","0.000","FALSE"
"34-2638","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2638","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2638","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-2638","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-2638","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-2638","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-2638","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-2638","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-2681","Total - All Pollutants","92,298.219","7,109.246","85,188.973","NA"
"34-2681","Isopropyl alcohol","55,431.500","0.000","55,431.500","FALSE"
"34-2681","Ammonia","9,484.468","3,899.576","5,584.892","FALSE"
"34-2681","Hydrogen fluoride","7,689.600","0.000","7,689.600","FALSE"
"34-2681","Fluorides including but not limited to:","5,902.000","0.000","5,902.000","FALSE"
"34-2681","Propylene glycol monomethyl ether acetate","3,517.200","0.000","3,517.200","FALSE"
"34-2681","Hexane","2,184.475","2,184.432","0.043","FALSE"
"34-2681","Propylene glycol monomethyl ether","1,433.600","0.000","1,433.600","FALSE"
"34-2681","Chlorine","1,411.000","0.000","1,411.000","FALSE"
"34-2681","Fluorine gas","1,390.000","0.000","1,390.000","FALSE"
"34-2681","Diesel Particulate Matter","745.841","718.883","26.958","FALSE"
"34-2681","Hydrochloric acid","722.797","3.998","718.799","FALSE"
"34-2681","Methanol","653.700","0.000","653.700","FALSE"
"34-2681","Bromine","399.100","0.000","399.100","FALSE"
"34-2681","Hydrogen bromide","350.800","0.000","350.800","FALSE"
"34-2681","Hydrogen Cyanide","314.200","0.000","314.200","FALSE"
"34-2681","Ethylene","150.600","0.000","150.600","FALSE"
"34-2681","Formaldehyde","131.013","128.035","2.978","FALSE"
"34-2681","Silica, crystalline (respirable)","102.600","0.000","102.600","FALSE"
"34-2681","Total - Heavy Metals Only","48.834","48.795","0.040","TRUE"
"34-2681","Toluene","43.483","34.413","9.070","FALSE"
"34-2681","Zinc","35.683","35.665","0.018","TRUE"
"34-2681","Xylenes (mixed) including:","24.879","24.811","0.068","FALSE"
"34-2681","Acetaldehyde","21.831","20.570","1.261","FALSE"
"34-2681","Propylene","16.773","10.021","6.752","FALSE"
"34-2681","Carbon tetrachloride","16.400","0.000","16.400","FALSE"
"34-2681","Naphthalene","15.295","1.163","14.132","FALSE"
"34-2681","Sulfuric acid","14.000","0.000","14.000","FALSE"
"34-2681","Benzene","11.735","11.035","0.700","FALSE"
"34-2681","Ethyl benzene","8.623","8.605","0.018","FALSE"
"34-2681","Phosphine","8.400","0.000","8.400","FALSE"
"34-2681","Methyl isobutyl ketone","5.900","0.000","5.900","FALSE"
"34-2681","Barium","5.338","5.338","0.000","FALSE"
"34-2681","1,3-Butadiene","5.015","4.665","0.350","FALSE"
"34-2681","Dipropylene glycol monomethyl ether","4.700","0.000","4.700","FALSE"
"34-2681","Triethylamine","4.700","0.000","4.700","FALSE"
