"key","Pollutant","2016 Total Emissions (lbs)","2016 Total Uncontrolled Emissions (lbs)","2016 Total Other Emissions (lbs)","Is Heavy Metal"
"26-2050","Molybdenum trioxide","0.839","0.839","0.000","TRUE"
"26-2050","Chromium VI","0.713","0.713","0.000","TRUE"
"26-2050","Cadmium","0.569","0.569","0.000","TRUE"
"26-2050","Copper and compounds","0.458","0.458","0.000","TRUE"
"26-2050","Naphthalene","0.435","0.435","0.000","FALSE"
"26-2050","Benzo[a]pyrene","0.230","0.230","0.000","FALSE"
"26-2050","Manganese","0.213","0.213","0.000","TRUE"
"26-2050","Mercury","0.145","0.145","0.000","TRUE"
"26-2050","Arsenic","0.112","0.112","0.000","TRUE"
"26-2050","Lead","0.053","0.053","0.000","TRUE"
"26-2050","Cobalt","0.043","0.043","0.000","TRUE"
"26-2050","Selenium","0.026","0.026","0.000","TRUE"
"26-2050","2-Methyl naphthalene","0.012","0.012","0.000","FALSE"
"26-2050","Phenanthrene","0.009","0.009","0.000","FALSE"
"26-2050","7,12-Dimethylbenz[a]anthracene","0.008","0.008","0.000","FALSE"
"26-2050","Beryllium","0.006","0.006","0.000","FALSE"
"26-2050","Pyrene","0.003","0.003","0.000","FALSE"
"26-2050","Fluoranthene","0.002","0.002","0.000","FALSE"
"26-2050","Fluorene","0.001","0.001","0.000","FALSE"
"26-2050","Chlorobenzene","0.001","0.001","0.000","FALSE"
"26-2050","Anthracene","0.001","0.001","0.000","FALSE"
"26-2050","Indeno[1,2,3-cd]pyrene","0.001","0.001","0.000","FALSE"
"26-2050","Benzo[k]fluoranthene","0.001","0.001","0.000","FALSE"
"26-2050","3-Methylcholanthrene","0.001","0.001","0.000","FALSE"
"26-2050","Acenaphthene","0.001","0.001","0.000","FALSE"
"26-2050","Acenaphthylene","0.001","0.001","0.000","FALSE"
"26-2050","Chrysene","0.001","0.001","0.000","FALSE"
"26-2050","Benz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2050","Benzo[b]fluoranthene","0.001","0.001","0.000","FALSE"
"26-2050","Dibenz[a,h]acridine","0.001","0.001","0.000","FALSE"
"26-2050","Benzo[g,h,i]perylene","0.001","0.001","0.000","FALSE"
"26-2050","1,1,1-Trichloroethane","0.000","0.000","0.000","FALSE"
"26-2068","Total - All Pollutants","20,712.433","627.469","20,084.964","NA"
"26-2068","Ammonia","10,251.258","158.208","10,093.050","FALSE"
"26-2068","Phenol","4,744.316","156.115","4,588.201","FALSE"
"26-2068","Formaldehyde","1,307.424","29.393","1,278.031","FALSE"
"26-2068","4,4'-Isopropylidenediphenol","1,223.400","0.000","1,223.400","FALSE"
"26-2068","Cresols (mixtures of) including:","1,038.823","51.941","986.882","FALSE"
"26-2068","Benzene","634.034","31.535","602.499","FALSE"
"26-2068","Cyanide compounds (inorganic) including but not limited to:","307.742","0.000","307.742","FALSE"
"26-2068","2-Methyl naphthalene","305.912","0.001","305.911","FALSE"
"26-2068","Toluene","281.549","36.146","245.402","FALSE"
"26-2068","Total - Heavy Metals Only","142.746","66.300","76.446","TRUE"
"26-2068","Xylenes (mixed) including:","126.452","0.974","125.478","FALSE"
"26-2068","Hexane","99.242","88.992","10.250","FALSE"
"26-2068","Naphthalene","76.433","3.894","72.539","FALSE"
"26-2068","Zinc","59.672","32.046","27.625","TRUE"
"26-2068","Acetaldehyde","38.458","0.153","38.305","FALSE"
"26-2068","Manganese","37.199","24.048","13.151","TRUE"
"26-2068","Silica, crystalline (respirable)","29.732","2.365","27.367","FALSE"
"26-2068","Vanadium (fume or dust)","23.926","1.749","22.177","TRUE"
"26-2068","Acrolein","22.712","0.133","22.578","FALSE"
"26-2068","Aniline","19.234","0.000","19.234","FALSE"
"26-2068","Ethyl benzene","17.194","0.341","16.853","FALSE"
"26-2068","Propionaldehyde","16.258","0.000","16.258","FALSE"
"26-2068","Cumene","13.738","0.000","13.738","FALSE"
"26-2068","Nickel","9.465","3.295","6.170","TRUE"
"26-2068","Phosphorus","5.953","0.409","5.544","FALSE"
"26-2068","N,N-Dimethylaniline","4.808","0.000","4.808","FALSE"
"26-2068","Aluminum","4.415","0.336","4.079","FALSE"
"26-2068","Chromium VI","3.739","0.576","3.163","TRUE"
"26-2068","Lead","3.699","1.938","1.761","TRUE"
"26-2068","Cadmium","2.213","1.166","1.047","TRUE"
"26-2068","Copper and compounds","0.672","0.378","0.294","TRUE"
"26-2068","Selenium","0.648","0.298","0.350","TRUE"
"26-2068","Arsenic","0.574","0.282","0.292","TRUE"
"26-2068","Cobalt","0.504","0.270","0.234","TRUE"
"26-2068","Trimethylbenzenes, including but not limited to:","0.355","0.000","0.355","FALSE"
"26-2068","Barium","0.240","0.228","0.012","FALSE"
"26-2068","Mercury","0.182","0.090","0.091","TRUE"
"26-2068","Antimony","0.138","0.064","0.075","TRUE"
"26-2068","Molybdenum trioxide","0.082","0.082","0.000","TRUE"
"26-2068","Silver","0.034","0.018","0.016","TRUE"
"26-2068","Phenanthrene","0.001","0.001","0.000","FALSE"
"26-2068","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2068","Beryllium","0.001","0.001","0.000","FALSE"
"26-2068","Pyrene","0.000","0.000","0.000","FALSE"
"26-2068","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2068","Fluorene","0.000","0.000","0.000","FALSE"
"26-2068","Anthracene","0.000","0.000","0.000","FALSE"
"26-2068","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2068","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2068","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2068","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2068","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2068","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2068","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2068","Chrysene","0.000","0.000","0.000","FALSE"
"26-2068","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2068","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2068","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2068",NA,"0.000","0.000","0.000","FALSE"
"26-2068","Triethylamine","0.000","0.000","0.000","FALSE"
"26-2197","Total - All Pollutants","515.704","507.769","7.934","NA"
"26-2197","Ammonia","216.993","216.993","0.000","FALSE"
"26-2197","Hexane","121.544","121.544","0.000","FALSE"
"26-2197","Aluminum","99.362","98.687","0.675","FALSE"
"26-2197","Diesel Particulate Matter","40.738","40.738","0.000","FALSE"
"26-2197","Methanol","11.100","11.100","0.000","FALSE"
"26-2197","Carbon black extracts","7.259","0.000","7.259","FALSE"
"26-2197","Formaldehyde","7.162","7.162","0.000","FALSE"
"26-2197","Total - Heavy Metals Only","3.698","3.698","0.000","TRUE"
"26-2197","Zinc","1.985","1.985","0.000","TRUE"
"26-2197","Toluene","1.917","1.917","0.000","FALSE"
"26-2197","Xylenes (mixed) including:","1.381","1.381","0.000","FALSE"
"26-2197","Acetaldehyde","1.162","1.162","0.000","FALSE"
"26-2197","Manganese","1.159","1.159","0.000","TRUE"
"26-2197","Benzene","0.618","0.618","0.000","FALSE"
"26-2197","Propylene","0.568","0.568","0.000","FALSE"
"26-2197","Ethyl benzene","0.479","0.479","0.000","FALSE"
"26-2197","Ethylene glycol","0.440","0.440","0.000","FALSE"
"26-2197","Barium","0.297","0.297","0.000","FALSE"
"26-2197","1,3-Butadiene","0.264","0.264","0.000","FALSE"
"26-2197","Hydrochloric acid","0.227","0.227","0.000","FALSE"
"26-2197","Acrolein","0.223","0.223","0.000","FALSE"
"26-2197","Vadium (fume or dust)","0.155","0.155","0.000","FALSE"
"26-2197","Nickel","0.150","0.150","0.000","TRUE"
"26-2197","Molybdenum trioxide","0.111","0.111","0.000","TRUE"
"26-2197","Chromium VI","0.095","0.095","0.000","TRUE"
"26-2197","Cadmium","0.076","0.076","0.000","TRUE"
"26-2197","Naphthalene","0.065","0.065","0.000","FALSE"
"26-2197","Copper and compounds","0.062","0.062","0.000","TRUE"
"26-2197","Benzo[a]pyrene","0.044","0.044","0.000","FALSE"
"26-2197","Mercury","0.020","0.020","0.000","TRUE"
"26-2197","Arsenic","0.015","0.015","0.000","TRUE"
"26-2197","Lead","0.010","0.010","0.000","TRUE"
"26-2197","Cobalt","0.009","0.009","0.000","TRUE"
"26-2197","Selenium","0.004","0.004","0.000","TRUE"
"26-2197","2-Methyl phthalene","0.002","0.002","0.000","FALSE"
"26-2197","Phenthrene","0.001","0.001","0.000","FALSE"
"26-2197","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2197","Beryllium","0.001","0.001","0.000","FALSE"
"26-2197","Pyrene","0.000","0.000","0.000","FALSE"
"26-2197","Chlorobenzene","0.000","0.000","0.000","FALSE"
"26-2197","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2197","Fluorene","0.000","0.000","0.000","FALSE"
"26-2197","Anthracene","0.000","0.000","0.000","FALSE"
"26-2197","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2197","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2197","Acephthene","0.000","0.000","0.000","FALSE"
"26-2197","Acephthylene","0.000","0.000","0.000","FALSE"
"26-2197","Chrysene","0.000","0.000","0.000","FALSE"
"26-2197","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2197","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2197","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2197","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2197","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2492","Total - All Pollutants","272.012","221.834","50.178","NA"
"26-2492","Silica, crystalline (respirable)","136.163","86.367","49.796","FALSE"
"26-2492","Total - Heavy Metals Only","97.434","97.068","0.366","TRUE"
"26-2492","Manganese","92.308","91.942","0.366","TRUE"
"26-2492","Ammonia","20.928","20.928","0.000","FALSE"
"26-2492","Hexane","11.772","11.772","0.000","FALSE"
"26-2492","Aluminum","4.752","4.752","0.000","FALSE"
"26-2492","Chromium VI","3.489","3.489","0.000","TRUE"
"26-2492","Nickel","1.406","1.406","0.000","TRUE"
"26-2492","Formaldehyde","0.490","0.490","0.000","FALSE"
"26-2492","Zinc","0.190","0.190","0.000","TRUE"
"26-2492","Toluene","0.173","0.173","0.000","FALSE"
"26-2492","Xylenes (mixed) including:","0.129","0.129","0.000","FALSE"
"26-2492","Ethyl benzene","0.045","0.045","0.000","FALSE"
"26-2492","Benzene","0.038","0.038","0.000","FALSE"
"26-2492","Barium","0.029","0.029","0.000","FALSE"
"26-2492","Acetaldehyde","0.020","0.020","0.000","FALSE"
"26-2492","Acrolein","0.018","0.018","0.000","FALSE"
"26-2492","Phosphorus","0.016","0.000","0.016","FALSE"
"26-2492","Vanadium (fume or dust)","0.015","0.015","0.000","TRUE"
"26-2492","Molybdenum trioxide","0.011","0.011","0.000","TRUE"
"26-2492","Cadmium","0.007","0.007","0.000","TRUE"
"26-2492","Copper and compounds","0.006","0.006","0.000","TRUE"
"26-2492","Naphthalene","0.004","0.004","0.000","FALSE"
"26-2492","Mercury","0.002","0.002","0.000","TRUE"
"26-2492","Arsenic","0.001","0.001","0.000","TRUE"
"26-2492","Cobalt","0.001","0.001","0.000","TRUE"
"26-2492","Selenium","0.000","0.000","0.000","TRUE"
"26-2492","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"26-2492","Phenanthrene","0.000","0.000","0.000","FALSE"
"26-2492","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2492","Beryllium","0.000","0.000","0.000","FALSE"
"26-2492","Pyrene","0.000","0.000","0.000","FALSE"
"26-2492","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2492","Fluorene","0.000","0.000","0.000","FALSE"
"26-2492","Anthracene","0.000","0.000","0.000","FALSE"
"26-2492","Chrysene","0.000","0.000","0.000","FALSE"
"26-2492","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2492","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2492","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2492","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2492","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2492","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2492","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2492","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2492","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2492","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2777","Total - All Pollutants","317.270","317.270","0.000","NA"
"26-2777","Ammonia","195.840","195.840","0.000","FALSE"
"26-2777","Hexane","110.160","110.160","0.000","FALSE"
"26-2777","Formaldehyde","4.590","4.590","0.000","FALSE"
"26-2777","Total - Heavy Metals Only","2.408","2.408","0.000","TRUE"
"26-2777","Zinc","1.775","1.775","0.000","TRUE"
"26-2777","Toluene","1.622","1.622","0.000","FALSE"
"26-2777","Xylenes (mixed) including:","1.206","1.206","0.000","FALSE"
"26-2777","Ethyl benzene","0.422","0.422","0.000","FALSE"
"26-2777","Benzene","0.355","0.355","0.000","FALSE"
"26-2777","Barium","0.269","0.269","0.000","FALSE"
"26-2777","Acetaldehyde","0.190","0.190","0.000","FALSE"
"26-2777","Acrolein","0.165","0.165","0.000","FALSE"
"26-2777","Vanadium (fume or dust)","0.141","0.141","0.000","TRUE"
"26-2777","Nickel","0.129","0.129","0.000","TRUE"
"26-2777","Molybdenum trioxide","0.101","0.101","0.000","TRUE"
"26-2777","Chromium VI","0.086","0.086","0.000","TRUE"
"26-2777","Cadmium","0.067","0.067","0.000","TRUE"
"26-2777","Copper and compounds","0.052","0.052","0.000","TRUE"
"26-2777","Naphthalene","0.037","0.037","0.000","FALSE"
"26-2777","Manganese","0.023","0.023","0.000","TRUE"
"26-2777","Mercury","0.016","0.016","0.000","TRUE"
"26-2777","Arsenic","0.012","0.012","0.000","TRUE"
"26-2777","Cobalt","0.005","0.005","0.000","TRUE"
"26-2777","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"26-2777","Selenium","0.001","0.001","0.000","TRUE"
"26-2777","Phenanthrene","0.001","0.001","0.000","FALSE"
"26-2777","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2777","Beryllium","0.001","0.001","0.000","FALSE"
"26-2777","Pyrene","0.000","0.000","0.000","FALSE"
"26-2777","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2777","Fluorene","0.000","0.000","0.000","FALSE"
"26-2777","Anthracene","0.000","0.000","0.000","FALSE"
"26-2777","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2777","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2777","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2777","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2777","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2777","Chrysene","0.000","0.000","0.000","FALSE"
"26-2777","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2777","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2777","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2777","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2777","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2944","Total - All Pollutants","5,693.174","5,600.503","92.670","NA"
"26-2944","Total - Heavy Metals Only","5,517.510","5,424.900","92.610","TRUE"
"26-2944","Copper and compounds","3,588.061","3,587.991","0.070","TRUE"
"26-2944","Manganese","1,326.156","1,325.174","0.983","TRUE"
"26-2944","Zinc","592.548","501.186","91.362","TRUE"
"26-2944","Ammonia","108.800","108.800","0.000","FALSE"
"26-2944","Hexane","61.200","61.200","0.000","FALSE"
"26-2944","Nickel","3.908","3.905","0.003","TRUE"
"26-2944","Chromium VI","3.456","3.456","0.000","TRUE"
"26-2944","Cobalt","2.799","2.673","0.126","TRUE"
"26-2944","Formaldehyde","2.550","2.550","0.000","FALSE"
"26-2944","Toluene","0.901","0.901","0.000","FALSE"
"26-2944","Barium","0.890","0.829","0.061","FALSE"
"26-2944","Xylenes (mixed) including:","0.670","0.670","0.000","FALSE"
"26-2944","Lead","0.352","0.286","0.066","TRUE"
"26-2944","Ethyl benzene","0.235","0.235","0.000","FALSE"
"26-2944","Benzene","0.197","0.197","0.000","FALSE"
"26-2944","Vanadium (fume or dust)","0.117","0.117","0.000","TRUE"
"26-2944","Acetaldehyde","0.105","0.105","0.000","FALSE"
"26-2944","Acrolein","0.092","0.092","0.000","FALSE"
"26-2944","Molybdenum trioxide","0.056","0.056","0.000","TRUE"
"26-2944","Cadmium","0.037","0.037","0.000","TRUE"
"26-2944","Naphthalene","0.021","0.021","0.000","FALSE"
"26-2944","Mercury","0.013","0.012","0.001","TRUE"
"26-2944","Arsenic","0.007","0.007","0.000","TRUE"
"26-2944","Selenium","0.001","0.001","0.000","TRUE"
"26-2944","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"26-2944","Phenanthrene","0.001","0.001","0.000","FALSE"
"26-2944","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2944","Beryllium","0.000","0.000","0.000","FALSE"
"26-2944","Pyrene","0.000","0.000","0.000","FALSE"
"26-2944","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2944","Fluorene","0.000","0.000","0.000","FALSE"
"26-2944","Anthracene","0.000","0.000","0.000","FALSE"
"26-2944","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2944","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2944","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2944","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2944","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2944","Chrysene","0.000","0.000","0.000","FALSE"
"26-2944","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2944","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2944","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2944","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2944","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-3009","Total - All Pollutants","44,463.937","44,086.103","377.834","NA"
"26-3009","Methanol","18,380.785","18,077.319","303.467","FALSE"
"26-3009","Phenol","16,129.169","16,095.588","33.580","FALSE"
"26-3009","Dipropylene glycol monomethyl ether","3,191.258","3,191.258","0.000","FALSE"
"26-3009","Isopropyl alcohol","3,071.650","3,071.650","0.000","FALSE"
"26-3009","Formaldehyde","1,225.701","1,184.914","40.787","FALSE"
"26-3009","Propylene glycol monomethyl ether","857.601","857.601","0.000","FALSE"
"26-3009","Ammonia","832.384","832.384","0.000","FALSE"
"26-3009","Hexane","468.216","468.216","0.000","FALSE"
"26-3009","Diethylene glycol monobutyl ether","91.949","91.949","0.000","FALSE"
"26-3009","Ethylene glycol monobutyl ether","61.135","61.135","0.000","FALSE"
"26-3009","Ethylene glycol","53.878","53.878","0.000","FALSE"
"26-3009","1,2,4-Trimethylbenzene","27.813","27.813","0.000","FALSE"
"26-3009","Dipropylene glycol","22.900","22.900","0.000","FALSE"
"26-3009","Total - Heavy Metals Only","10.235","10.235","0.000","TRUE"
"26-3009","Methyl methacrylate","9.574","9.574","0.000","FALSE"
"26-3009","Naphthalene","7.991","7.991","0.000","FALSE"
"26-3009","Xylenes (mixed) including:","7.677","7.677","0.000","FALSE"
"26-3009","Zinc","7.543","7.543","0.000","TRUE"
"26-3009","Toluene","6.893","6.893","0.000","FALSE"
"26-3009","Ethyl benzene","1.795","1.795","0.000","FALSE"
"26-3009","Benzene","1.509","1.509","0.000","FALSE"
"26-3009","Cumene","1.145","1.145","0.000","FALSE"
"26-3009","Barium","1.145","1.145","0.000","FALSE"
"26-3009","Acetaldehyde","0.806","0.806","0.000","FALSE"
"26-3009","Acrolein","0.702","0.702","0.000","FALSE"
"26-3009","Vanadium (fume or dust)","0.598","0.598","0.000","TRUE"
"26-3009","Nickel","0.546","0.546","0.000","TRUE"
"26-3009","Molybdenum trioxide","0.429","0.429","0.000","TRUE"
"26-3009","Chromium VI","0.364","0.364","0.000","TRUE"
"26-3009","Cadmium","0.286","0.286","0.000","TRUE"
"26-3009","Copper and compounds","0.221","0.221","0.000","TRUE"
"26-3009","Manganese","0.099","0.099","0.000","TRUE"
"26-3009","Mercury","0.068","0.068","0.000","TRUE"
"26-3009","Arsenic","0.052","0.052","0.000","TRUE"
"26-3009","Cobalt","0.022","0.022","0.000","TRUE"
"26-3009","Selenium","0.006","0.006","0.000","TRUE"
"26-3009","2-Methyl naphthalene","0.006","0.006","0.000","FALSE"
"26-3009","Phenanthrene","0.004","0.004","0.000","FALSE"
"26-3009","7,12-Dimethylbenz[a]anthracene","0.004","0.004","0.000","FALSE"
"26-3009","Beryllium","0.003","0.003","0.000","FALSE"
"26-3009","Pyrene","0.001","0.001","0.000","FALSE"
"26-3009","Fluoranthene","0.001","0.001","0.000","FALSE"
"26-3009","Fluorene","0.001","0.001","0.000","FALSE"
"26-3009","Anthracene","0.001","0.001","0.000","FALSE"
"26-3009","Chrysene","0.000","0.000","0.000","FALSE"
"26-3009","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-3009","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-3009","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-3009","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-3009","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-3009","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-3009","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-3009","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-3009","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-3009","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-3009",NA,"0.000","0.000","0.000","FALSE"
"26-3067","Total - All Pollutants","7,694.208","667.745","7,026.462","NA"
"26-3067","Hydrogen sulfide","3,759.655","0.000","3,759.655","FALSE"
"26-3067","Ethyl benzene","1,578.862","0.889","1,577.973","FALSE"
"26-3067","Hydrochloric acid","892.408","0.000","892.408","FALSE"
"26-3067","Ammonia","412.176","412.176","0.000","FALSE"
"26-3067","Benzene","320.606","0.747","319.859","FALSE"
"26-3067","Hexane","231.849","231.849","0.000","FALSE"
"26-3067","Methylene chloride","172.724","0.000","172.724","FALSE"
"26-3067","Methyl chloride","101.609","0.000","101.609","FALSE"
"26-3067","Total - Heavy Metals Only","73.830","5.068","68.762","TRUE"
"26-3067","Toluene","46.808","3.413","43.394","FALSE"
"26-3067","Nickel","36.308","0.270","36.037","TRUE"
"26-3067","Manganese","30.755","0.049","30.706","TRUE"
"26-3067","Xylenes (mixed) including:","24.395","2.537","21.857","FALSE"
